X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,email,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,dis_status,POINT_X,POINT_Y
-118.309320056175949,33.85832996738376,143607993,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Hydrogen Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Toyota Torrance Station,19001 S. Western Ave,,Torrance,CA,,,,http://afdcmap2.nrel.gov/locator/FindPane.asp,Operational,,4861,,90501,http://egis3.lacounty.gov/lms/?p=4861,publish,33.85833,-118.30932,2010-11-01T19:50:56.000Z,,6467756.53319848,1770967.95013881
-118.441000055908376,34.072099966468478,143607994,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Hydrogen Fueling Stations,National Transportation Atlas Database (NTAD) 2009,"Ucla Hydrogen Station, School Of Engineering And Applied Science",580 Portola Pl,,Los Angeles,CA,,,,http://afdcmap2.nrel.gov/locator/FindPane.asp,Planned,,4862,,90095,http://egis3.lacounty.gov/lms/?p=4862,publish,34.0721,-118.441,2010-11-01T19:50:56.000Z,,6428118.2043388,1848911.93565473
-118.390980056078462,33.916449966847203,143607995,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Hydrogen Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Xerox-Clean Air Now Project H2 Fueling Station,101 Continental Blvd,,El Segundo,CA,,,,http://losangeles.citysearch.com/profile/125124/el_segundo_ca/xerox_corporation.html,Decommissioned,,4863,,90245,http://egis3.lacounty.gov/lms/?p=4863,publish,33.91645,-118.39098,2010-11-01T19:50:56.000Z,,6443045.81851238,1792205.40897614
-118.737533055487859,34.143659966699673,143607937,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,U-Haul,28650 Canwood Street,,Agoura,CA,"7am-7pm M-Th, 7am-8pm F, 7am-7pm Sat, 9am-5pm Sun",818-889-2353,,,Operational,,4805,,91301,http://egis3.lacounty.gov/lms/?p=4805,publish,34.14366,-118.737533,2010-11-01T19:50:56.000Z,,6338508.72837439,1875479.69977631
-118.159713056512544,34.185463966520317,143607938,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,U-Haul,2320 North Lincoln Avenue,,Altadena,CA,"7am-7pm M-Th, 7am-8pm F, 7am-7pm Sat, 7am-5pm Sun",626-791-0952,,,Operational,,4806,,91001,http://egis3.lacounty.gov/lms/?p=4806,publish,34.185464,-118.159713,2010-11-01T19:50:56.000Z,,6513368.37209272,1889912.60102856
-117.962255057350461,34.070043967393687,143607939,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,U-Haul,1889 Puente Avenue,,Baldwin Park,CA,"7am-7pm M-Th, 7am-8pm F, 7am-7pm Sat, 9am-5pm Sun",626-960-5168,,,Operational,,4807,,91706,http://egis3.lacounty.gov/lms/?p=4807,publish,34.070044,-117.962255,2010-11-01T19:50:56.000Z,,6573101.31430639,1847872.90328398
-117.950914056589795,34.105746966639622,143607940,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Ted Johnson Propane,5140 North Elton Street,,Baldwin Park,CA,8am-4:30pm M-F,626-337-1222,,,Operational,,4808,,91706,http://egis3.lacounty.gov/lms/?p=4808,publish,34.105747,-117.950914,2010-11-01T19:50:56.000Z,,6576529.56433964,1860867.38156006
-118.136001056125352,33.87468296715825,143607941,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,U-Haul,9302 Artesia Boulevard,,Bellflower,CA,"7am-7pm M-Th, 7am-8pm F, 7am-7pm Sat, 9am-5pm Sun",562-866-7963,,,Operational,,4809,,90706,http://egis3.lacounty.gov/lms/?p=4809,publish,33.874683,-118.136001,2010-11-01T19:50:56.000Z,,6520386.56081222,1776802.64024106
-118.348661056480225,34.210827966309537,143607942,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,U-Haul,7721 North Hollywood Way,,Burbank,CA,"7am-7pm M-Th, 7am-8pm F, 7am-7pm Sat, 9am-5pm Sun",818-768-4100,,,Operational,,4810,,91505,http://egis3.lacounty.gov/lms/?p=4810,publish,34.210828,-118.348661,2010-11-01T19:50:56.000Z,,6456257.06964889,1899287.46482472
-118.459355055997108,34.409776966112133,143607943,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,U-Haul,27150 Sierra Highway,,Canyon Country,CA,"7am-7pm M-Th, 7am-8pm F, 7am-7pm Sat, 7am-5pm Sun",661-251-4444,,,Operational,,4811,,91351,http://egis3.lacounty.gov/lms/?p=4811,publish,34.409777,-118.459355,2010-11-01T19:50:56.000Z,,6423121.20383413,1971822.50052865
-117.905950056887633,34.005886966846944,143607944,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,U-Haul,17959 Valley Boulevard,,City Of Industry,CA,"7am-7pm M-Th, 7am-8pm F, 7am-7pm Sat, 9am-5pm Sun",626-935-0226,,,Operational,,4812,,91744,http://egis3.lacounty.gov/lms/?p=4812,publish,34.005887,-117.90595,2010-11-01T19:50:56.000Z,,6590174.99735056,1824536.0952989
-117.907720056624314,34.100024966890288,143607945,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,U-Haul,1040 North Azusa Avenue,,Covina,CA,"7am-7pm M-Th, 7am-8pm F, 7am-7pm Sat, 7am-5pm Sun",626-915-4961,,,Operational,,4813,,91722,http://egis3.lacounty.gov/lms/?p=4813,publish,34.100025,-117.90772,2010-11-01T19:50:56.000Z,,6589607.09297456,1858794.23511581
-118.041486056745143,34.062922966956442,143607946,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,U-Haul,10704 Garvey Avenue,,El Monte,CA,"7am-7pm M-Th, 7am-8pm F, 7am-7pm Sat, 9am-5pm Sun",626-448-6148,,,Operational,,4814,,91733,http://egis3.lacounty.gov/lms/?p=4814,publish,34.062923,-118.041486,2010-11-01T19:50:56.000Z,,6549105.31964755,1845281.87992273
-118.275667056492978,33.879276967397111,143607947,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Amerigas,16800 South Main,,Gardena,CA,8am-4pm M-F,888-403-6852,,,Operational,,4815,,90248,http://egis3.lacounty.gov/lms/?p=4815,publish,33.879277,-118.275667,2010-11-01T19:50:56.000Z,,6477994.92479514,1778561.31684181
-118.317626055895616,33.902763967087175,143607948,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,U-Haul,14206 Van Ness Avenue,,Gardena,CA,"7am-7pm M-Th, 7am-8pm F, 7am-7pm Sat, 7am-5pm Sun",310-515-5992,,,Operational,,4816,,90249,http://egis3.lacounty.gov/lms/?p=4816,publish,33.902764,-118.317626,2010-11-01T19:50:56.000Z,,6465285.82291681,1787146.33641714
-118.277893055703117,33.876037967363558,143607949,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Mutual Propane,17117 South Broadway Street,,Gardena,CA,7:30am-4:30pm M-F,323-321-3771,,,Operational,,4817,,90248,http://egis3.lacounty.gov/lms/?p=4817,publish,33.876038,-118.277893,2010-11-01T19:50:56.000Z,,6477315.99242596,1777384.43140031
-118.261325056278991,34.131022966724984,143607950,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Richardson Equipment,4311 San Fernando Road,,Glendale,CA,"6:30am-5pm M-F, 7am-5pm Sat, 8am-4pm Sun",818-242-3129,,,Operational,,4818,,91204,http://egis3.lacounty.gov/lms/?p=4818,publish,34.131023,-118.261325,2010-11-01T19:50:56.000Z,,6482586.43496905,1870164.95515648
-118.254959056133742,34.130023966487194,143607951,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,U-Haul,1313 South Brand Boulevard,,Glendale,CA,"7am-7pm M-Th, 7am-8pm F, 7am-7pm Sat, 7am-5pm Sun",818-956-3740,,,Operational,,4819,,91204,http://egis3.lacounty.gov/lms/?p=4819,publish,34.130024,-118.254959,2010-11-01T19:50:56.000Z,,6484512.02954306,1869796.45425306
-118.376968055813862,33.959518966973484,143607952,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Airport Propane Service,8613 Aviation Boulevard,,Inglewood,CA,7:30am-3pm M-F,310-641-4745,,,Operational,,4820,,90301,http://egis3.lacounty.gov/lms/?p=4820,publish,33.959519,-118.376968,2010-11-01T19:50:56.000Z,,6447355.86172955,1807862.82319932
-118.149489056983171,34.774652966018699,143607953,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Suburban Propane,46151 North Sierra Highway,,Lancaster,CA,8am-4:30pm M-F,661-942-5117,,,Operational,,4821,,93534,http://egis3.lacounty.gov/lms/?p=4821,publish,34.774653,-118.149489,2010-11-01T19:50:56.000Z,,6516779.28587456,2104327.43433714
-118.070897057688583,34.676628965924991,143607954,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Cleanfuel Usa - Delta Liquid Energy,42165 N Sierra Highway,,Lancaster,CA,Call 805-239-0616 to arrange for CleanFUEL USA car,661-940-3120,,,Operational,,4822,,93535,http://egis3.lacounty.gov/lms/?p=4822,publish,34.676629,-118.070897,2010-11-01T19:50:56.000Z,,6540355.0251403,2068627.42470056
-118.172121056462146,33.789889967179178,143607955,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,U-Haul,1600 East Pacific Coast Highway,,Long Beach,CA,"7am-7pm M-Th, 7am-8pm F, 7am-7pm Sat, 7am-5pm Sun",562-591-7651,,,Operational,,4823,,90806,http://egis3.lacounty.gov/lms/?p=4823,publish,33.78989,-118.172121,2010-11-01T19:50:56.000Z,,6509369.32792547,1745961.11334155
-118.167651056017476,33.831935967311765,143607956,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,U-Haul,4045 Cherry Avenue,,Long Beach,CA,"7am-7pm M-Th, 7am-8pm F, 7am-7pm Sat, 9am-5pm Sun",562-595-6318,,,Operational,,4824,,90807,http://egis3.lacounty.gov/lms/?p=4824,publish,33.831936,-118.167651,2010-11-01T19:50:56.000Z,,6510753.10993481,1761260.46627298
-118.146976056246203,33.998868966941295,143607957,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Commerce Chevron,6150 East Telegraph Road,,Los Angeles,CA,7am-5pm M-Sat,323-722-7100,,,Operational,,4825,,90040,http://egis3.lacounty.gov/lms/?p=4825,publish,33.998869,-118.146976,2010-11-01T19:50:56.000Z,,6517121.12836672,1822001.3323238
-118.308903056544622,34.008133967074293,143607958,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,U-Haul,4167 South Western Avenue,,Los Angeles,CA,"7am-7pm M-Th, 7am-8pm F, 7am-7pm Sat, 9am-5pm Sun",323-295-6122,,,Operational,,4826,,90062,http://egis3.lacounty.gov/lms/?p=4826,publish,34.008134,-118.308903,2010-11-01T19:50:56.000Z,,6468050.67532672,1825484.33618456
-118.291404055958779,33.935002966896882,143607959,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,U-Haul,11020 South Vermont Avenue,,Los Angeles,CA,"7am-7pm M-Th, 7am-8pm F, 7am-7pm Sat, 9am-5pm Sun",323-757-1741,,,Operational,,4827,,90044,http://egis3.lacounty.gov/lms/?p=4827,publish,33.935003,-118.291404,2010-11-01T19:50:56.000Z,,6473276.95227572,1798854.68734422
-118.309084056691049,34.043591966506284,143607960,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,U-Haul,1600 South Western Avenue,,Los Angeles,CA,"7am-7pm M-Th, 7am-8pm F, 7am-7pm Sat, 7am-5pm Sun",323-731-3171,,,Operational,,4828,,90006,http://egis3.lacounty.gov/lms/?p=4828,publish,34.043592,-118.309084,2010-11-01T19:50:56.000Z,,6468035.49753556,1838388.31726632
-118.275095056151287,34.151533967059123,143607961,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Trans-Gas Propane Incorporated,5440 San Fernando Road W,,Los Angeles,CA,"8am-5pm M-F, 8am-3pm Sat",818-549-1535,,,Operational,,4829,,90039,http://egis3.lacounty.gov/lms/?p=4829,publish,34.151534,-118.275095,2010-11-01T19:50:56.000Z,,6478439.70507355,1877640.37524498
-118.155284056025806,34.027327967300401,143607962,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,U-Haul,657 South Atlantic Boulevard,,Los Angeles East,CA,"7am-7pm M-Th, 7am-8pm F, 7am-7pm Sat, 9am-5pm Sun",323-266-4833,,,Operational,,4830,,90022,http://egis3.lacounty.gov/lms/?p=4830,publish,34.027328,-118.155284,2010-11-01T19:50:56.000Z,,6514618.93094331,1832361.91166823
-118.252193056564991,34.109634966765533,143607963,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,U-Haul,2671 Fletcher Drive,,Los Angeles North,CA,"7am-7pm M-Th, 7am-8pm F, 7am-7pm Sat, 7am-5pm Sun",323-664-3516,,,Operational,,4831,,90039,http://egis3.lacounty.gov/lms/?p=4831,publish,34.109635,-118.252193,2010-11-01T19:50:56.000Z,,6485330.48689564,1862374.43136747
-118.209754056798289,33.922146967171066,143607964,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,U-Haul,11716 Long Beach Boulevard,,Lynwood,CA,"7am-7pm M-Th, 7am-8pm F, 7am-7pm Sat, 7am-5pm Sun",310-637-9395,,,Operational,,4832,,90262,http://egis3.lacounty.gov/lms/?p=4832,publish,33.922147,-118.209754,2010-11-01T19:50:56.000Z,,6498034.54613313,1794114.36906898
-118.000694057438835,34.134134966623428,143607965,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Cleanfuel Usa - 76 Station,1602 Myrtle Avenue,,Monrovia,CA,Call 877-234-1722 to arrange for CleanFUEL USA car,877-234-1722,,,Operational,,4833,,91016,http://egis3.lacounty.gov/lms/?p=4833,publish,34.134135,-118.000694,2010-11-01T19:50:56.000Z,,6561460.3116698,1871194.67225714
-118.477982056195756,34.221106966657196,143607966,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Shell Service Station,15805 Roscoe Boulevard,,North Hills,CA,24 hours daily,818-892-3365,,,Operational,,4834,,91343,http://egis3.lacounty.gov/lms/?p=4834,publish,34.221107,-118.477982,2010-11-01T19:50:56.000Z,,6417176.53888622,1903188.9061688
-118.100189056400083,33.917015966828018,143607967,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,Norwalk Unocal,10951 East Imperial Highway,,Norwalk,CA,8am-8pm daily,562-868-8659,,,Operational,,4835,,90650,http://egis3.lacounty.gov/lms/?p=4835,publish,33.917016,-118.100189,2010-11-01T19:50:56.000Z,,6531272.81987955,1792195.83616064
-118.148761057026391,34.136486966429487,143607968,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,U-Haul,552 South Raymond Street,,Pasadena,CA,"7am-7pm M-Th, 7am-8pm F, 7am-7pm Sat, 7am-5pm Sun",626-795-6888,,,Operational,,4836,,91105,http://egis3.lacounty.gov/lms/?p=4836,publish,34.136487,-118.148761,2010-11-01T19:50:56.000Z,,6516654.20213522,1872083.91621356
-118.081173057008144,34.010410966667358,143607969,HSIP Freedom Alternative_Fueling_Stations,,Transportation,Alternative Fuel,Liquid Petroleum Gas Fueling Stations,National Transportation Atlas Database (NTAD) 2009,U-Haul,4425 South Rosemead Boulevard,,Pico Rivera,CA,"7am-7pm M-Th, 7am-8pm F, 7am-7pm Sat, 9am-5pm Sun",562-692-1261,,,Operational,,4837,,90660,http://egis3.lacounty.gov/lms/?p=4837,publish,34.010411,-118.081173,2010-11-01T19:50:56.000Z,,6537069.75054289,1826179.06576623
